word	Tag	D
Stimme	n	9.856748587199369e-05
Gesundheit	n	9.856748587199369e-05
Sieger	n	9.856748587199369e-05
Gratulant	n	9.856748587199369e-05
Fischler	n	9.856748587199369e-05
Jugend	n	9.856748587199369e-05
Begegnung	n	9.856748587199369e-05
entschärfen	v	9.856748587199369e-05
weshalb	r	9.856748587199369e-05
Theimer	n	9.856748587199369e-05
Junge	n	9.856748587199369e-05
Gesundheitsminister	n	9.856748587199369e-05
Psychiatrie	n	9.856748587199369e-05
genannt	a	9.856748587199369e-05
früher	r	9.856748587199369e-05
Manager	n	9.856748587199369e-05
so	a	9.856748587199369e-05
vorbei	r	9.856748587199369e-05
Doppellösung	n	9.856748587199369e-05
Schließung	n	9.856748587199369e-05
dort	n	9.856748587199369e-05
brisant	a	9.856748587199369e-05
Quadratmeter	n	9.856748587199369e-05
ausgewählt	a	9.856748587199369e-05
Schicke	v	9.856748587199369e-05
wo	v	9.856748587199369e-05
Vater	n	9.856748587199369e-05
schön	n	9.856748587199369e-05
Rock	n	9.856748587199369e-05
offiziell	n	9.856748587199369e-05
lauschen	v	9.856748587199369e-05
Rudolf	r	9.856748587199369e-05
Mitwirkung	n	9.856748587199369e-05
Startschuss	n	9.856748587199369e-05
noch	v	9.856748587199369e-05
retten	v	9.856748587199369e-05
Zentralfriedhof	n	9.856748587199369e-05
streuen	v	9.856748587199369e-05
initiieren	v	9.856748587199369e-05
Werner	a	9.856748587199369e-05
gelassen	v	9.856748587199369e-05
berufen	v	9.856748587199369e-05
Robert	n	9.856748587199369e-05
Faber	n	9.856748587199369e-05
Empfehlung	n	9.856748587199369e-05
demonstrativ	n	9.856748587199369e-05
voll	a	9.856748587199369e-05
Redner	n	9.856748587199369e-05
rapide	n	9.856748587199369e-05
Direktor	n	9.856748587199369e-05
Wirtschaftsstandort	n	9.856748587199369e-05
Unterstützung	v	9.856748587199369e-05
Philharmoniker	n	9.856748587199369e-05
ideal	a	9.856748587199369e-05
Griechenland	n	9.856748587199369e-05
System	n	9.856748587199369e-05
Regierungsbeteiligung	n	9.856748587199369e-05
attraktiv	r	9.856748587199369e-05
Sohn	n	9.856748587199369e-05
unterschiedlich	a	9.856748587199369e-05
feierlich	r	9.856748587199369e-05
laden	n	9.856748587199369e-05
Sicherheitssprecher	n	9.856748587199369e-05
Unterstützer	n	9.856748587199369e-05
innerhalb	n	9.856748587199369e-05
Projekt	v	9.856748587199369e-05
Karriere	v	9.856748587199369e-05
Einnahme	n	9.856748587199369e-05
Bedenken	n	9.856748587199369e-05
Industriellenvereinigung	n	9.856748587199369e-05
aktuell	r	9.856748587199369e-05
Statistik	n	9.856748587199369e-05
Plus	n	9.856748587199369e-05
plädieren	n	9.856748587199369e-05
Kubik	n	9.856748587199369e-05
rütteln	v	9.856748587199369e-05
für	r	9.653940632814776e-05
dass	n	9.363241398082744e-05
bringen	v	9.363241398082744e-05
Parteichef	n	9.363241398082744e-05
übrigens	r	9.275350117735306e-05
April	n	9.275350117735306e-05
Anrainer	n	9.275350117735306e-05
Mittel	n	9.275350117735306e-05
Paul	n	9.275350117735306e-05
regieren	v	9.275350117735306e-05
Auftrag	n	9.275350117735306e-05
Graz	n	9.275350117735306e-05
langjährig	a	9.275350117735306e-05
Museum	n	9.275350117735306e-05
Präsentation	n	9.275350117735306e-05
Elisabeth	n	9.275350117735306e-05
Strobl	n	9.275350117735306e-05
abend	r	9.275350117735306e-05
Bewohner	n	9.275350117735306e-05
ruhig	r	9.275350117735306e-05
echt	a	9.275350117735306e-05
Sie|sie	v	9.275350117735306e-05
nun	v	8.984650883003272e-05
gemeinsam	n	8.984650883003272e-05
Kulturstadträtin	n	8.984650883003272e-05
jährlich	r	8.984650883003272e-05
Bild	n	8.984650883003272e-05
Änderung	n	8.984650883003272e-05
nutzen	v	8.984650883003272e-05
Ausländer	n	8.984650883003272e-05
Parteitag	n	8.984650883003272e-05
Zusammenarbeit	n	8.984650883003272e-05
Sigrid	n	8.984650883003272e-05
zuvor	r	8.984650883003272e-05
Basis	n	8.984650883003272e-05
gerne	r	8.984650883003272e-05
Hoffnung	n	8.984650883003272e-05
Ausbau	n	8.984650883003272e-05
Mitte	n	8.984650883003272e-05
Anton	n	8.984650883003272e-05
Ankündigung	n	8.984650883003272e-05
Aichinger	n	8.693951648271241e-05
bald	r	8.693951648271241e-05
Gernot	n	8.693951648271241e-05
Spitzenkandidatin	n	8.693951648271241e-05
immerhin	r	8.693951648271241e-05
denken	v	8.693951648271241e-05
Hacker	n	8.693951648271241e-05
treffen	v	8.693951648271241e-05
kandidieren	v	8.693951648271241e-05
wieder	r	8.66692625458151e-05
Ende	n	8.49114369388665e-05
Zug	n	8.40325241353921e-05
September	n	8.40325241353921e-05
sie	v	8.40325241353921e-05
Budget	n	8.40325241353921e-05
glauben	v	8.40325241353921e-05
Rolle	n	8.40325241353921e-05
Brüssel	n	8.40325241353921e-05
Österreicher	n	8.40325241353921e-05
Freude	n	8.40325241353921e-05
Martin	n	8.40325241353921e-05
Niedermühlbichler	n	8.40325241353921e-05
Mitglied	n	8.40325241353921e-05
Vertreter	n	8.40325241353921e-05
Juni	n	8.112553178807178e-05
Art	n	8.112553178807178e-05
weit	r	8.112553178807178e-05
aber	v	8.112553178807178e-05
Zahl	n	8.112553178807178e-05
Bürgermeister	v	8.112553178807178e-05
voll	r	8.112553178807178e-05
zwar	r	7.909745224422577e-05
Leopold	n	7.821853944075147e-05
erwarten	v	7.821853944075147e-05
zu	n	7.679911876348278e-05
Christian	n	7.619045989690546e-05
klar	r	7.240455474611079e-05
nennen	v	7.240455474611079e-05
Weg	n	6.949756239879048e-05
gut	r	6.746948285494452e-05
Sache	n	6.659057005147016e-05
auf	v	6.659057005147016e-05
Oberhauser	n	6.57116572479958e-05
Gesundheitssystem	n	6.57116572479958e-05
versammeln	v	6.57116572479958e-05
verschieden	a	6.57116572479958e-05
diese	v	6.57116572479958e-05
abwickeln	v	6.57116572479958e-05
ausreichen	v	6.57116572479958e-05
Nettig	v	6.57116572479958e-05
teilnehmen	v	6.57116572479958e-05
herausstellen	v	6.57116572479958e-05
umbauen	v	6.57116572479958e-05
Wilhelm	n	6.57116572479958e-05
Qualität	n	6.57116572479958e-05
sichtlich	r	6.57116572479958e-05
Gipfel	n	6.57116572479958e-05
Wowereit	n	6.57116572479958e-05
außer	n	6.57116572479958e-05
Aichinger	v	6.57116572479958e-05
vornehmen	v	6.57116572479958e-05
China	n	6.57116572479958e-05
erzielt	v	6.57116572479958e-05
Möglichkeit	v	6.57116572479958e-05
ehemals	r	6.57116572479958e-05
unterbringen	v	6.57116572479958e-05
Regelung	n	6.57116572479958e-05
Haubner	n	6.57116572479958e-05
Podkowicz	n	6.57116572479958e-05
mein	n	6.57116572479958e-05
absehen	v	6.57116572479958e-05
Wienerin	n	6.57116572479958e-05
Pittermann	n	6.57116572479958e-05
Legislaturperiode	n	6.57116572479958e-05
einstig	a	6.57116572479958e-05
Wirtschaftskammer-Chef	n	6.57116572479958e-05
wehren	v	6.57116572479958e-05
Haushalt	n	6.57116572479958e-05
kalt	a	6.57116572479958e-05
einzigartig	a	6.57116572479958e-05
Ballsporthalle	n	6.57116572479958e-05
Morak	n	6.57116572479958e-05
Re.	v	6.57116572479958e-05
Autor	n	6.57116572479958e-05
Stronachs	n	6.57116572479958e-05
verzichten	v	6.57116572479958e-05
EU-Beitritt	n	6.57116572479958e-05
behalten	v	6.57116572479958e-05
Kaufmannschaft	n	6.57116572479958e-05
Marie	n	6.57116572479958e-05
generell	v	6.57116572479958e-05
fünf	v	6.57116572479958e-05
Kultursprecherin	n	6.57116572479958e-05
Erste	a	6.57116572479958e-05
Leiterin	n	6.57116572479958e-05
Japan	n	6.57116572479958e-05
weit	v	6.57116572479958e-05
Senat	n	6.57116572479958e-05
beschreiten	v	6.57116572479958e-05
Weihnachtsgeschenk	n	6.57116572479958e-05
bescheiden	r	6.57116572479958e-05
Rote	n	6.57116572479958e-05
lachen	v	6.57116572479958e-05
Wichtigste	n	6.57116572479958e-05
Software-Entwicklung	n	6.57116572479958e-05
Tor	n	6.57116572479958e-05
Asylantrag	n	6.57116572479958e-05
Prostituierte	n	6.57116572479958e-05
Zeugnis	n	6.57116572479958e-05
CA	n	6.57116572479958e-05
optimistisch	r	6.57116572479958e-05
Pensionist	n	6.57116572479958e-05
Kirtag	n	6.57116572479958e-05
Martina	n	6.57116572479958e-05
Van	v	6.57116572479958e-05
präsentieren	a	6.57116572479958e-05
at	n	6.57116572479958e-05
Fuß	n	6.57116572479958e-05
Hiroshima	n	6.57116572479958e-05
Eck	n	6.57116572479958e-05
statten	v	6.57116572479958e-05
Neuzugang	n	6.57116572479958e-05
Firma	n	6.57116572479958e-05
ehemalig	r	6.57116572479958e-05
beantragen	n	6.57116572479958e-05
Architektur	n	6.57116572479958e-05
ragen	v	6.57116572479958e-05
Arkadenhof	n	6.57116572479958e-05
Begleitung	n	6.57116572479958e-05
Holende	n	6.57116572479958e-05
Exvizekanzler	n	6.57116572479958e-05
Befreiung	n	6.57116572479958e-05
öfters	r	6.57116572479958e-05
Wurst	n	6.57116572479958e-05
unterstützen	n	6.57116572479958e-05
erzeugen	v	6.57116572479958e-05
entstehen	n	6.57116572479958e-05
hoffen	n	6.57116572479958e-05
retten	n	6.57116572479958e-05
drei	r	6.57116572479958e-05
gemeinsam	v	6.57116572479958e-05
Tür	n	6.57116572479958e-05
Mader	n	6.57116572479958e-05
Kärntner	a	6.57116572479958e-05
Seniorenvertreter	n	6.57116572479958e-05
Riepl	n	6.57116572479958e-05
Tam	r	6.57116572479958e-05
Norwegen	n	6.57116572479958e-05
Entlastung	r	6.57116572479958e-05
m	n	6.57116572479958e-05
zwischen	v	6.57116572479958e-05
Hausherr	n	6.57116572479958e-05
diesmal	v	6.57116572479958e-05
Zilks	n	6.57116572479958e-05
Wirtschaftskrise	n	6.57116572479958e-05
zerstört	a	6.57116572479958e-05
Planungsstadträtin	n	6.57116572479958e-05
grüßen	v	6.57116572479958e-05
Zweck	n	6.57116572479958e-05
reservieren	n	6.57116572479958e-05
Heimatbezirk	n	6.57116572479958e-05
VP-Generalsekretärin	v	6.57116572479958e-05
Fachstelle	n	6.57116572479958e-05
jung	v	6.57116572479958e-05
Referent	n	6.57116572479958e-05
Atmosphäre	n	6.57116572479958e-05
fad	r	6.57116572479958e-05
täglich	r	6.57116572479958e-05
Einrichtung	n	6.57116572479958e-05
leiten	n	6.57116572479958e-05
Adi	n	6.57116572479958e-05
bekämpfen	v	6.57116572479958e-05
letztlich	r	6.57116572479958e-05
offen	n	6.57116572479958e-05
gewünscht	a	6.57116572479958e-05
AVZ	n	6.57116572479958e-05
Wichtigkeit	n	6.57116572479958e-05
Außenministerium	n	6.57116572479958e-05
bald	n	6.57116572479958e-05
strahlen	v	6.57116572479958e-05
auffällig	a	6.57116572479958e-05
schießen	r	6.57116572479958e-05
Ausgrenzung	n	6.57116572479958e-05
Roller	n	6.57116572479958e-05
bereits	v	6.57116572479958e-05
Million	a	6.57116572479958e-05
10	r	6.57116572479958e-05
Erinnerung	n	6.57116572479958e-05
Sprachförderung	n	6.57116572479958e-05
ersetzen	v	6.57116572479958e-05
orientieren	v	6.57116572479958e-05
Widerspruch	n	6.57116572479958e-05
Kreisky	n	6.57116572479958e-05
bezahlen	n	6.57116572479958e-05
Frankreich	n	6.57116572479958e-05
Idee	r	6.57116572479958e-05
Gehalt	n	6.57116572479958e-05
Schützenhilfe	n	6.57116572479958e-05
Gold	n	6.57116572479958e-05
Anwesenheit	n	6.57116572479958e-05
bundesweit	n	6.57116572479958e-05
outen	v	6.57116572479958e-05
ausschließlich	r	6.57116572479958e-05
interessieren	v	6.57116572479958e-05
Plank	n	6.57116572479958e-05
Struktur	n	6.57116572479958e-05
stets	n	6.57116572479958e-05
Stadtverwaltung	n	6.57116572479958e-05
Erfolgsgeschichte	n	6.57116572479958e-05
finden	n	6.57116572479958e-05
ÖVP-Bildungssprecherin	n	6.57116572479958e-05
Renate	r	6.57116572479958e-05
planen	n	6.57116572479958e-05
Kompliment	n	6.57116572479958e-05
Graben	n	6.57116572479958e-05
7	n	6.57116572479958e-05
Bezirkspolitiker	n	6.57116572479958e-05
Überstunde	n	6.57116572479958e-05
besitzen	v	6.57116572479958e-05
Christiane	n	6.57116572479958e-05
entscheidend	r	6.57116572479958e-05
12	n	6.57116572479958e-05
wundern	v	6.57116572479958e-05
rangieren	v	6.57116572479958e-05
hegen	v	6.57116572479958e-05
Donnerstag	r	6.57116572479958e-05
Förderer	n	6.57116572479958e-05
Statue	n	6.57116572479958e-05
sagen	r	6.57116572479958e-05
Urne	n	6.57116572479958e-05
beliebt	r	6.57116572479958e-05
Spaß	n	6.57116572479958e-05
Lernen	n	6.57116572479958e-05
Fellner	n	6.57116572479958e-05
ziehen	n	6.57116572479958e-05
traditionell	r	6.57116572479958e-05
zumindest	v	6.57116572479958e-05
bemerkenswert	a	6.57116572479958e-05
Festredner	n	6.57116572479958e-05
loben	n	6.57116572479958e-05
Hernals	n	6.57116572479958e-05
schreiben	a	6.57116572479958e-05
van	n	6.57116572479958e-05
ausbauen	v	6.57116572479958e-05
Mitgliedschaft	r	6.57116572479958e-05
Schloss	n	6.57116572479958e-05
Norbert	a	6.57116572479958e-05
Austrian	n	6.57116572479958e-05
burgenländisch	a	6.57116572479958e-05
hochkarätig	r	6.57116572479958e-05
Stephansplatz	n	6.57116572479958e-05
l.	a	6.57116572479958e-05
Bürgerkrieg	n	6.57116572479958e-05
Grazer	a	6.57116572479958e-05
lediglich	r	6.57116572479958e-05
zugleich	n	6.57116572479958e-05
erhalten	a	6.57116572479958e-05
Wahlkreis	n	6.57116572479958e-05
kostengünstig	r	6.57116572479958e-05
Natur	n	6.57116572479958e-05
Unterlage	n	6.57116572479958e-05
Bürgerbeteiligung	n	6.57116572479958e-05
Kilometer	n	6.57116572479958e-05
Merkel	n	6.57116572479958e-05
Portion	n	6.57116572479958e-05
britisch	a	6.57116572479958e-05
Toleranz	n	6.57116572479958e-05
dass	a	6.57116572479958e-05
neben	v	6.57116572479958e-05
nachhaltig	a	6.57116572479958e-05
Gast	n	6.57116572479958e-05
fegen	v	6.57116572479958e-05
Wahlsieger	n	6.57116572479958e-05
Lea	n	6.57116572479958e-05
äußer	a	6.57116572479958e-05
...	v	6.57116572479958e-05
genau	v	6.57116572479958e-05
amtsführend	v	6.57116572479958e-05
Partei	a	6.57116572479958e-05
Ehrengast	n	6.57116572479958e-05
bestellen	v	6.57116572479958e-05
Gymnasium	n	6.57116572479958e-05
dereinst	v	6.57116572479958e-05
äußern	n	6.57116572479958e-05
Albertinaplatz	n	6.57116572479958e-05
Landau	n	6.57116572479958e-05
Johann	a	6.57116572479958e-05
Anpassung	n	6.57116572479958e-05
Versorgung	n	6.57116572479958e-05
stolz	n	6.57116572479958e-05
Sänger	n	6.57116572479958e-05
verhelfen	v	6.57116572479958e-05
fröhlich	n	6.57116572479958e-05
krönen	v	6.57116572479958e-05
Landesparteisekretärin	n	6.57116572479958e-05
stattdessen	v	6.57116572479958e-05
Investor	n	6.57116572479958e-05
Oppositionspolitiker	n	6.57116572479958e-05
danken	v	6.57116572479958e-05
Plenum	n	6.57116572479958e-05
zelebrieren	v	6.57116572479958e-05
Papst	n	6.57116572479958e-05
dahin	n	6.57116572479958e-05
erringen	n	6.57116572479958e-05
Positive	n	6.57116572479958e-05
dritt	n	6.57116572479958e-05
Bilanz	v	6.57116572479958e-05
Föderation	n	6.57116572479958e-05
Kollege	r	6.57116572479958e-05
Finanzstaatssekretär	n	6.57116572479958e-05
Ebensee	n	6.57116572479958e-05
Sachertorte	n	6.57116572479958e-05
errichten	n	6.57116572479958e-05
Parlamentspräsident	n	6.57116572479958e-05
optimistisch	v	6.57116572479958e-05
Große	n	6.57116572479958e-05
anwesend	a	6.57116572479958e-05
legen	a	6.57116572479958e-05
wir	a	6.57116572479958e-05
Sparkurs	n	6.57116572479958e-05
referieren	v	6.57116572479958e-05
Dancing	n	6.57116572479958e-05
Pfeiffer	n	6.57116572479958e-05
vorlegen	a	6.57116572479958e-05
Sportminister	n	6.57116572479958e-05
benötigen	v	6.57116572479958e-05
Albert	n	6.57116572479958e-05
Volk	n	6.57116572479958e-05
Delanoe	n	6.57116572479958e-05
Steuererhöhung	n	6.57116572479958e-05
Barcelona	n	6.57116572479958e-05
Gestaltung	n	6.57116572479958e-05
FSG	n	6.57116572479958e-05
ambitioniert	a	6.57116572479958e-05
brechen	v	6.57116572479958e-05
gestehen	v	6.57116572479958e-05
Netzbetten	n	6.57116572479958e-05
egal	r	6.57116572479958e-05
äußerst	r	6.57116572479958e-05
Auschwitz	n	6.57116572479958e-05
Qualifikation	n	6.57116572479958e-05
Wien-Landstraße	n	6.57116572479958e-05
Saal	n	6.57116572479958e-05
bundesweit	r	6.57116572479958e-05
traditionell	a	6.57116572479958e-05
trauen	v	6.57116572479958e-05
mehrere	n	6.57116572479958e-05
Banker	n	6.57116572479958e-05
stu	n	6.57116572479958e-05
Mahrer	n	6.57116572479958e-05
Finanzausgleich	n	6.57116572479958e-05
Frauenlauf	n	6.57116572479958e-05
Zukunft	r	6.57116572479958e-05
Finz	n	6.57116572479958e-05
Unterricht	n	6.57116572479958e-05
Gewerkschaftschef	n	6.57116572479958e-05
Zugang	n	6.57116572479958e-05
erfreulich	r	6.57116572479958e-05
Mittwochabend	n	6.57116572479958e-05
viele	v	6.57116572479958e-05
Herausforderung	n	6.57116572479958e-05
protestieren	v	6.57116572479958e-05
öfter	r	6.57116572479958e-05
FAWOS	n	6.57116572479958e-05
Lotte	n	6.57116572479958e-05
anfangs	r	6.57116572479958e-05
Kongress	n	6.57116572479958e-05
Bezirksvorsteher-Stellvertreter	n	6.57116572479958e-05
Monopolverwaltung	n	6.57116572479958e-05
Schauspieler	n	6.57116572479958e-05
Betreuung	n	6.57116572479958e-05
Stürmer	n	6.57116572479958e-05
vorbildlich	r	6.57116572479958e-05
Donauufer	n	6.57116572479958e-05
beauftragen	v	6.57116572479958e-05
Erika	n	6.57116572479958e-05
keineswegs	r	6.57116572479958e-05
fein	a	6.57116572479958e-05
wiederholt	n	6.57116572479958e-05
Wand	n	6.57116572479958e-05
Tip	n	6.57116572479958e-05
bedanken	v	6.57116572479958e-05
Original-UEFA-Finalball	v	6.57116572479958e-05
schalten	v	6.57116572479958e-05
Starnacht	n	6.57116572479958e-05
Gürtel	n	6.57116572479958e-05
Nähe	n	6.57116572479958e-05
Pflegeheim	n	6.57116572479958e-05
Löger	n	6.57116572479958e-05
Dichand	n	6.57116572479958e-05
Polen	n	6.57116572479958e-05
Kauf	n	6.57116572479958e-05
Wu	n	6.57116572479958e-05
Zehntel	n	6.57116572479958e-05
streichen	n	6.57116572479958e-05
unser	v	6.57116572479958e-05
Wittmann	n	6.57116572479958e-05
wir	r	6.57116572479958e-05
Nichtraucher	n	6.57116572479958e-05
sichern	n	6.57116572479958e-05
A	n	6.57116572479958e-05
Ausweitung	n	6.57116572479958e-05
EU-Gipfel	n	6.57116572479958e-05
fokussieren	v	6.57116572479958e-05
verschenken	v	6.57116572479958e-05
stark	v	6.57116572479958e-05
Anja	n	6.57116572479958e-05
mal	n	6.57116572479958e-05
bestehend	a	6.57116572479958e-05
erhoffen	v	6.57116572479958e-05
Jury	n	6.57116572479958e-05
Heukönigin	n	6.57116572479958e-05
Steyr	n	6.57116572479958e-05
eingeführt	a	6.57116572479958e-05
wesentlich	a	6.57116572479958e-05
Kinderbetreuung	n	6.57116572479958e-05
überraschen	v	6.57116572479958e-05
Klausur	n	6.57116572479958e-05
Stadt	v	6.57116572479958e-05
Investitionsschub	n	6.57116572479958e-05
erfüllen	v	6.57116572479958e-05
Schreiben	n	6.57116572479958e-05
Unterliga	n	6.57116572479958e-05
Conchita	n	6.57116572479958e-05
erhoffen	n	6.57116572479958e-05
Beibehaltung	n	6.57116572479958e-05
drehen	v	6.57116572479958e-05
Ausbruch	n	6.57116572479958e-05
Fest	n	6.57116572479958e-05
zigtausend	a	6.57116572479958e-05
Nase	n	6.57116572479958e-05
Umgebung	n	6.57116572479958e-05
Akzent	n	6.57116572479958e-05
Vorsitz	n	6.57116572479958e-05
Management	n	6.57116572479958e-05
ob	n	6.57116572479958e-05
Donnerstag	v	6.57116572479958e-05
persönlich	n	6.57116572479958e-05
international	r	6.57116572479958e-05
Schröcksnadel	n	6.57116572479958e-05
General	n	6.57116572479958e-05
Bürgermeisteramt	n	6.57116572479958e-05
sollen	r	6.57116572479958e-05
Oswald	n	6.57116572479958e-05
SP-Stadträtin	n	6.57116572479958e-05
Grundstück	n	6.57116572479958e-05
Partik-Pable	n	6.57116572479958e-05
leise	a	6.57116572479958e-05
verheiraten	v	6.57116572479958e-05
schon	a	6.57116572479958e-05
überregional	a	6.57116572479958e-05
erweisen	v	6.57116572479958e-05
schnell	a	6.57116572479958e-05
strategisch	r	6.57116572479958e-05
Vize-Bürgermeisterin	n	6.57116572479958e-05
überreicht	v	6.57116572479958e-05
bieten	n	6.57116572479958e-05
gestalten	v	6.57116572479958e-05
Stadträtin	v	6.57116572479958e-05
Tenor	n	6.57116572479958e-05
Wirtschaftsstadtrat	n	6.57116572479958e-05
skizzieren	v	6.57116572479958e-05
Kammerpräsident	n	6.57116572479958e-05
Arbeitsmarktdatum	n	6.57116572479958e-05
Resultat	n	6.57116572479958e-05
Leichtfried	n	6.57116572479958e-05
weltberühmt	a	6.57116572479958e-05
finden	r	6.57116572479958e-05
K.	n	6.57116572479958e-05
oft	n	6.57116572479958e-05
Hietzing	n	6.57116572479958e-05
fühlen	r	6.57116572479958e-05
natürlich	n	6.57116572479958e-05
aufgeben	v	6.57116572479958e-05
Familienministerin	n	6.57116572479958e-05
gestaltet	v	6.57116572479958e-05
musikalisch	a	6.57116572479958e-05
Steirereck	n	6.57116572479958e-05
Festgast	n	6.57116572479958e-05
SPÖ-Gemeinderäte	n	6.57116572479958e-05
1995	n	6.57116572479958e-05
Sendung	n	6.57116572479958e-05
befassen	v	6.57116572479958e-05
fahrlässig	r	6.57116572479958e-05
Wolf	n	6.57116572479958e-05
Konferenz	n	6.57116572479958e-05
Arbeiter	n	6.57116572479958e-05
CEO	n	6.57116572479958e-05
Ponte	n	6.57116572479958e-05
Februar	v	6.57116572479958e-05
fesch	r	6.57116572479958e-05
Aspen	n	6.57116572479958e-05
Nemsic	n	6.57116572479958e-05
abschließen	v	6.57116572479958e-05
tätig	r	6.57116572479958e-05
absolut	n	6.57116572479958e-05
Vorschlag	v	6.57116572479958e-05
Ansinnen	n	6.57116572479958e-05
Evelyn	n	6.57116572479958e-05
Erhard	v	6.57116572479958e-05
Landwirtschaft	n	6.57116572479958e-05
Aspern	n	6.57116572479958e-05
einmalig	a	6.57116572479958e-05
verzinsen	v	6.57116572479958e-05
Sportstadtrat	n	6.57116572479958e-05
schlagen	n	6.57116572479958e-05
Gemeindebedienstete	n	6.57116572479958e-05
denken	n	6.57116572479958e-05
Beteiligung	n	6.57116572479958e-05
Bewunderer	n	6.57116572479958e-05
talentiert	a	6.57116572479958e-05
divers	a	6.57116572479958e-05
Gesundheitssprecher	n	6.57116572479958e-05
weiblich	r	6.57116572479958e-05
Seitner	n	6.57116572479958e-05
zeitgenössisch	a	6.57116572479958e-05
80	n	6.57116572479958e-05
städtebaulich	a	6.57116572479958e-05
Straßenzug	n	6.57116572479958e-05
Bild	r	6.57116572479958e-05
herausragend	a	6.57116572479958e-05
geeignet	a	6.57116572479958e-05
Mittag	n	6.57116572479958e-05
Baugenehmigung	n	6.57116572479958e-05
Regel	n	6.57116572479958e-05
Mariahilf	n	6.57116572479958e-05
Jungwähler	n	6.57116572479958e-05
Frage	a	6.57116572479958e-05
Ereignis	n	6.57116572479958e-05
Erziehung	n	6.57116572479958e-05
Nevrivy	n	6.57116572479958e-05
SPÖ-Bundeskanzler	n	6.57116572479958e-05
langfristig	n	6.57116572479958e-05
Spitzenkandidat	v	6.57116572479958e-05
Raum|Räumen	n	6.57116572479958e-05
aber	a	6.57116572479958e-05
oben	n	6.57116572479958e-05
Casino	n	6.57116572479958e-05
Stocher	n	6.57116572479958e-05
vertraut	a	6.57116572479958e-05
25	r	6.57116572479958e-05
Weiter	n	6.57116572479958e-05
ergo	r	6.57116572479958e-05
Ehrenschutz	n	6.57116572479958e-05
Sport	n	6.57116572479958e-05
Nutzung	n	6.57116572479958e-05
Andrä	n	6.57116572479958e-05
Dompfarrer	n	6.57116572479958e-05
Einwand	n	6.57116572479958e-05
verordnet	a	6.57116572479958e-05
Gloria	n	6.57116572479958e-05
amtsführend	a	6.57116572479958e-05
bewähren	a	6.57116572479958e-05
Niederösterreicher	n	6.57116572479958e-05
erwarten	r	6.57116572479958e-05
Iran-Verhandlung	n	6.57116572479958e-05
Lobau	n	6.57116572479958e-05
Wirtschaftskammerpräsident	n	6.57116572479958e-05
jeweils	n	6.57116572479958e-05
betreffen	n	6.57116572479958e-05
Gabalier	n	6.57116572479958e-05
Südosteuropa	n	6.57116572479958e-05
Klestil	v	6.57116572479958e-05
immer	v	6.57116572479958e-05
bisserl	r	6.57116572479958e-05
maßgeblich	r	6.57116572479958e-05
unterbringen	n	6.57116572479958e-05
Schwarzenbergplatz	n	6.57116572479958e-05
fahren|führen	v	6.57116572479958e-05
Susi	n	6.57116572479958e-05
belasten	v	6.57116572479958e-05
Obergrenze	n	6.57116572479958e-05
Talent	n	6.57116572479958e-05
verleihen	a	6.57116572479958e-05
Arm|Arme	n	6.57116572479958e-05
Koordination	n	6.57116572479958e-05
Aufnahme	n	6.57116572479958e-05
schwärmen	a	6.57116572479958e-05
Bernhard	v	6.57116572479958e-05
authentisch	r	6.57116572479958e-05
finanzieren	n	6.57116572479958e-05
zuletzt	v	6.57116572479958e-05
Einigkeit	n	6.57116572479958e-05
ziemlich	r	6.57116572479958e-05
anschließend	r	6.57116572479958e-05
Engel	n	6.57116572479958e-05
denn	v	6.57116572479958e-05
belegen	r	6.57116572479958e-05
ÖVP-Landesparteichef	n	6.57116572479958e-05
Namensgeber	n	6.57116572479958e-05
zurückgeben	v	6.57116572479958e-05
Oberpullendorf	n	6.57116572479958e-05
organisatorisch	r	6.57116572479958e-05
10	n	6.57116572479958e-05
ergänzen	v	6.57116572479958e-05
Magistrat	n	6.57116572479958e-05
bitte	r	6.57116572479958e-05
ober	a	6.57116572479958e-05
Landhaus	n	6.57116572479958e-05
steirisch	n	6.57116572479958e-05
Übernahme	n	6.57116572479958e-05
Guggenheim	a	6.57116572479958e-05
mobil	a	6.57116572479958e-05
nötig	a	6.57116572479958e-05
Prominente	n	6.57116572479958e-05
Umwandlung	n	6.57116572479958e-05
Hundekot	n	6.57116572479958e-05
Neumann	n	6.57116572479958e-05
Steiner	n	6.57116572479958e-05
Norbert	v	6.57116572479958e-05
treu	a	6.57116572479958e-05
Huber	n	6.57116572479958e-05
Behinderte	n	6.57116572479958e-05
pilgern	v	6.57116572479958e-05
eh	r	6.57116572479958e-05
sehr	a	6.57116572479958e-05
frisch	r	6.57116572479958e-05
überfällig	r	6.57116572479958e-05
bisschen	a	6.57116572479958e-05
Gebäude	n	6.57116572479958e-05
bewegen	v	6.57116572479958e-05
wunderbar	a	6.57116572479958e-05
frohlocken	v	6.57116572479958e-05
Scheed	n	6.57116572479958e-05
zwingend	r	6.57116572479958e-05
Pasching	n	6.57116572479958e-05
Defensive	n	6.57116572479958e-05
Kolo	n	6.57116572479958e-05
dotiert	a	6.57116572479958e-05
blau	n	6.57116572479958e-05
Radweg	n	6.57116572479958e-05
rein	a	6.57116572479958e-05
nachmittag	n	6.57116572479958e-05
ökologisch	a	6.57116572479958e-05
Gerda	n	6.57116572479958e-05
